"","UniProt_Name","Pfam_Name","Distance","Similarity_Score","V3"
"5702","Exostosin-like 3 (EC 2.4.1.223) (EXT-related protein 1) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Hereditary multiple exostoses gene isolog) (Multiple exostosis-like protein 3) (Putative tumor suppressor protein EXTL3)","Extensin-like protein C-terminus",0.390296916010499,0.609703083989501,""
"5703","Exostosin-like 1 (EC 2.4.1.224) (Exostosin-L) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostosis-like protein)","Extensin-like protein C-terminus",0.374007936507937,0.625992063492063,""
"5704","Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2]","Extensin-like protein C-terminus",0.388931233062331,0.611068766937669,""
"5705","Fas apoptotic inhibitory molecule 1","Fas apoptotic inhibitory molecule (FAIM1)",0.0487804878048781,0.951219512195122,""
"5706","Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase)","Latexin",0.36952380952381,0.63047619047619,"PepSY"
"5707","Lactase/phlorizin hydrolase (Lactase/glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Glycosylceramidase (EC 3.2.1.62) (Phlorizin hydrolase)]","Latexin",0.36734693877551,0.63265306122449,"PepSY"
"5708","Lactoperoxidase (LPO) (EC 1.11.1.7) (Salivary peroxidase) (SPO)","Latexin",0.349206349206349,0.650793650793651,"PepSY"
"5709","Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor) (TCI)","Latexin",0.311926605504587,0.688073394495413,"PepSY"
"5710","Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)","Latexin",0.374103065883888,0.625896934116112,"PepSY"
"5711","Metaxin-3","Latexin",0.214285714285714,0.785714285714286,"PepSY"
"5712","Melanoma-associated antigen B18 (MAGE-B18 antigen)","Male enhanced antigen 1 (MEA1)",0.293888888888889,0.706111111111111,""
"5713","Male-enhanced antigen 1 (MEA-1)","Male enhanced antigen 1 (MEA1)",0.141811889754048,0.858188110245952,""
"5714","Melanoma-associated antigen B10 (MAGE-B10 antigen)","Male enhanced antigen 1 (MEA1)",0.293888888888889,0.706111111111111,""
"5715","Selenoprotein F (15 kDa selenoprotein)","Selenoprotein S (SelS)",0.212121212121212,0.787878787878788,""
"5716","Selenoprotein P (SeP)","Selenoprotein S (SelS)",0.103516366674261,0.896483633325739,""
"5717","Son of sevenless homolog 2 (SOS-2)","Selenoprotein S (SelS)",0.371546345811052,0.628453654188948,""
"5718","Selenoprotein M (SelM)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5719","Selenoprotein S (SelS) (VCP-interacting membrane protein)","Selenoprotein S (SelS)",0.204678362573099,0.795321637426901,""
"5720","Selenoprotein N (SelN)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5721","Selenoprotein K (SelK)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5722","Selenoprotein V (SelV)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5723","Selenoprotein W (SelW)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5724","Selenoprotein H (SelH)","Selenoprotein S (SelS)",0.0856060606060607,0.914393939393939,""
"5725","Oxytocin-neurophysin 1 (OT-NPI) [Cleaved into: Oxytocin (Ocytocin); Neurophysin 1]","5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",0.331181252989001,0.668818747010999,"HAD"
"5726","Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)","5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",0.330780288655051,0.669219711344949,"HAD"
"5727","5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)","5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",0.309618977205965,0.690381022794035,"HAD"
"5728","Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)","Group XII secretory phospholipase A2 precursor (PLA2G12)",0.284517510707987,0.715482489292013,"PLA2"
"5729","Group IIF secretory phospholipase A2 (GIIF sPLA2) (sPLA2-IIF) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2F)","Group XII secretory phospholipase A2 precursor (PLA2G12)",0.261020785125645,0.738979214874355,"PLA2"
"5730","Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)","Group XII secretory phospholipase A2 precursor (PLA2G12)",0.261020785125645,0.738979214874355,"PLA2"
"5731","Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)","Group XII secretory phospholipase A2 precursor (PLA2G12)",0.302530135186368,0.697469864813632,"PLA2"
"5732","Group XIIB secretory phospholipase A2-like protein (Group XIII secretory phospholipase A2-like protein) (GXIII sPLA2-like) (sPLA2-GXIIB) (GXIIB)","Group XII secretory phospholipase A2 precursor (PLA2G12)",0.269546657046657,0.730453342953343,"PLA2"
"5733","Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase)","Resistin",0.37578320802005,0.62421679197995,"Resistin"
"5734","Ribose-phosphate pyrophosphokinase 3 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1-like 1) (PRPS1-like 1) (Phosphoribosyl pyrophosphate synthase III) (PRS-III)","Resistin",0.359031936127745,0.640968063872255,"Resistin"
"5735","Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)","Resistin",0.384289321789322,0.615710678210678,"Resistin"
"5736","Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3)","Resistin",0.321266968325792,0.678733031674208,"Resistin"
"5737","Shootin-1 (Shootin1)","Ferroportin1 (FPN1)",0.324561403508772,0.675438596491228,"MFS"
"5738","Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)","Mo-dependent nitrogenase C-terminus",0.387745098039216,0.612254901960784,""
"5739","Ropporin-1-like protein (ROPN1-like protein) (AKAP-associated sperm protein)","Replication initiator protein A (RepA) N-terminus",0.303916537375184,0.696083462624816,"HTH"
"5740","Refilin-A (Regulator of filamin protein A) (RefilinA)","Replication initiator protein A (RepA) N-terminus",0.309520431807281,0.690479568192719,"HTH"
"5741","Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B)","Putative DNA-binding protein N-terminus",0.264304530359576,0.735695469640424,"HTH"
"5742","Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89)","Putative DNA-binding protein N-terminus",0.249339549339549,0.750660450660451,"HTH"
"5743","Putative RNA-binding protein Luc7-like 2","Putative DNA-binding protein N-terminus",0.142120726495726,0.857879273504274,"HTH"
"5744","Putative GTP-binding protein 6 (Pseudoautosomal GTP-binding protein-like)","Putative DNA-binding protein N-terminus",0.245799254018432,0.754200745981568,"HTH"
"5745","RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)","GBF-interacting protein 1 N-terminal",0.254550565746012,0.745449434253988,"UBA"
"5746","TRAF3-interacting protein 1 (Interleukin-13 receptor alpha 1-binding protein 1) (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)","GBF-interacting protein 1 N-terminal",0.323418394471026,0.676581605528974,"UBA"
"5747","GSK3B-interacting protein (GSKIP) (GSK3beta interaction protein)","GBF-interacting protein 1 N-terminal",0.254861111111111,0.745138888888889,"UBA"
"5748","Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (EC 2.8.2.-)","Galactose-3-O-sulfotransferase ",0.370778411056923,0.629221588943077,"P-loop_NTPase"
"5749","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal3ST3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)","Galactose-3-O-sulfotransferase ",0.264900662251656,0.735099337748344,"P-loop_NTPase"
"5750","Heparan-sulfate 6-O-sulfotransferase 2 (HS6ST-2) (EC 2.8.2.-)","Galactose-3-O-sulfotransferase ",0.370778411056923,0.629221588943077,"P-loop_NTPase"
"5751","Galactose-3-O-sulfotransferase 4 (Gal3ST-4) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 4) (Gal-beta-1,3-GalNAc 3'-sulfotransferase)","Galactose-3-O-sulfotransferase ",0.258454106280193,0.741545893719807,"P-loop_NTPase"
"5752","Galactose-3-O-sulfotransferase 2 (Gal3ST-2) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 2) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 2) (Glycoprotein beta-Gal 3'-sulfotransferase 2)","Galactose-3-O-sulfotransferase ",0.27807486631016,0.72192513368984,"P-loop_NTPase"
"5753","Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)","Replication protein P",0.285714285714286,0.714285714285714,""
"5754","Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]","Replication protein P",0.303672316384181,0.696327683615819,""
"5755","Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)","Replication protein P",0.261168384879725,0.738831615120275,""
"5756","Replication protein A 30 kDa subunit (RP-A p30) (Replication factor A protein 4) (RF-A protein 4)","Replication protein P",0.261168384879725,0.738831615120275,""
"5757","Involucrin","Involucrin",0,1,""
"5758","Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56)","Copine",0.376633986928105,0.623366013071895,"vWA-like"
"5759","Neurosecretory protein VGF [Cleaved into: Neuroendocrine regulatory peptide-1 (NERP-1); Neuroendocrine regulatory peptide-2 (NERP-2); VGF-derived peptide TLQP-21; VGF-derived peptide TLQP-62; Antimicrobial peptide VGF[554-577]]","Copine",0.380078316201664,0.619921683798336,"vWA-like"
"5760","Desert hedgehog protein (DHH) (EC 3.1.-.-) (HHG-3) [Cleaved into: Desert hedgehog protein N-product (DHH-N)]","Copine",0.37037037037037,0.62962962962963,"vWA-like"
"5761","Copine-3 (Copine III)","Copine",0.238095238095238,0.761904761904762,"vWA-like"
"5762","Copine-6 (Copine VI) (Neuronal-copine) (N-copine)","Copine",0.292517006802721,0.707482993197279,"vWA-like"
"5763","Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]","Copine",0.37893864013267,0.62106135986733,"vWA-like"
"5764","Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)","Copine",0.305555555555556,0.694444444444444,"vWA-like"
"5765","Chymotrypsin-like elastase family member 2B (EC 3.4.21.71) (Elastase-2B)","Copine",0.305555555555556,0.694444444444444,"vWA-like"
"5766","Chymotrypsin-like elastase family member 3B (EC 3.4.21.70) (Elastase IIIB) (Elastase-3B) (Protease E)","Copine",0.313531353135314,0.686468646864686,"vWA-like"
"5767","60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Heat shock protein family D member 1) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)","Copine",0.380758807588076,0.619241192411924,"vWA-like"
"5768","Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)","Copine",0.323181049069374,0.676818950930626,"vWA-like"
"5769","C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1) (Monocyte-derived receptor 15) (MDR-15) (CD antigen CD185)","Copine",0.402173913043478,0.597826086956522,"vWA-like"
"5770","5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7)","Copine",0.367791842475387,0.632208157524613,"vWA-like"
"5771","C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192)","Copine",0.402582159624413,0.597417840375587,"vWA-like"
"5772","5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)","Copine",0.368808567603748,0.631191432396252,"vWA-like"
"5773","C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193)","Copine",0.402582159624413,0.597417840375587,"vWA-like"
"5774","C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)","Copine",0.400273224043716,0.599726775956284,"vWA-like"
"5775","Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38)","Copine",0.321637426900585,0.678362573099415,"vWA-like"
"5776","10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF) (Heat shock protein family E member 1)","Copine",0.376543209876543,0.623456790123457,"vWA-like"
"5777","Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)","Copine",0.318734793187348,0.681265206812652,"vWA-like"
"5778","Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein)","Copine",0.318840579710145,0.681159420289855,"vWA-like"
"5779","Copine-9 (Copine IX)","Copine",0.233333333333333,0.766666666666667,"vWA-like"
"5780","Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B)","Copine",0.321499013806706,0.678500986193294,"vWA-like"
"5781","Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9)","Copine",0.313915857605178,0.686084142394822,"vWA-like"
"5782","Copine-2 (Copine II)","Copine",0.233333333333333,0.766666666666667,"vWA-like"
"5783","Copine-1 (Chromobindin 17) (Copine I)","Copine",0.279279279279279,0.720720720720721,"vWA-like"
"5784","Copine-5 (Copine V)","Copine",0.228070175438597,0.771929824561403,"vWA-like"
"5785","Copine-7 (Copine VII)","Copine",0.238095238095238,0.761904761904762,"vWA-like"
"5786","Cytoplasmic phosphatidylinositol transfer protein 1 (Mammalian rdgB homolog beta) (M-rdgB beta) (MrdgBbeta) (Retinal degeneration B homolog beta) (RdgBbeta)","Copine",0.320512820512821,0.679487179487179,"vWA-like"
"5787","Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1) (Pancreatic elastase 1)","Copine",0.312056737588652,0.687943262411348,"vWA-like"
"5788","Calpain-8 (EC 3.4.22.53) (New calpain 2) (nCL-2) (Stomach-specific M-type calpain)","Copine",0.368563685636856,0.631436314363144,"vWA-like"
"5789","Chymotrypsin-like elastase family member 3A (EC 3.4.21.70) (Elastase IIIA) (Elastase-3A) (Protease E)","Copine",0.313531353135314,0.686468646864686,"vWA-like"
"5790","Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C]","Copine",0.316526610644258,0.683473389355742,"vWA-like"
"5791","Chymotrypsin-like protease CTRL-1 (EC 3.4.21.-)","Copine",0.290780141843972,0.709219858156028,"vWA-like"
"5792","Copine-4 (Copine IV) (Copine-8)","Copine",0.268817204301075,0.731182795698925,"vWA-like"
"5793","Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C]","Copine",0.317073170731707,0.682926829268293,"vWA-like"
"5794","Copine-8 (Copine VIII)","Copine",0.242424242424243,0.757575757575757,"vWA-like"
"5795","Endogenous retrovirus group K member 10 Pro protein (HERV-K10 Pro protein) (HERV-K107 Pro protein) (HERV-K_5q33.3 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)","Endomucin",0.397927689594356,0.602072310405644,""
"5796","Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)","Endomucin",0.35973207249803,0.64026792750197,""
"5797","Endogenous retrovirus group 3 member 1 Env polyprotein (ERV-3 envelope protein) (ERV3 envelope protein) (ERV3-1 envelope protein) (Envelope polyprotein) (HERV-R envelope protein) (ERV-R envelope protein) (HERV-R_7q21.2 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]","Endomucin",0.403677580401718,0.596322419598282,""
"5798","Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]","Endomucin",0.361919666145018,0.638080333854982,""
"5799","Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)","Endomucin",0.359381359381359,0.640618640618641,""
"5800","Endomucin (Endomucin-2) (Gastric cancer antigen Ga34) (Mucin-14) (MUC-14)","Endomucin",0.292237442922374,0.707762557077626,""
"5801","Endogenous retrovirus group K member 8 Env polyprotein (EnvK6 protein) (Envelope polyprotein) (HERV-K115 envelope protein) (HERV-K_8p23.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]","Endomucin",0.40083255524432,0.59916744475568,""
"5802","Endogenous retrovirus group K member 113 Env polyprotein (EnvK5 protein) (Envelope polyprotein) (HERV-K113 envelope protein) (HERV-K_19p13.11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]","Endomucin",0.401017753290481,0.598982246709519,""
"5803","Choline transporter-like protein 2 (Solute carrier family 44 member 2)","Cysteine-rich acidic integral membrane protein precursor",0.308485309017224,0.691514690982776,""
"5804","Choline transporter-like protein 3 (Solute carrier family 44 member 3)","Cysteine-rich acidic integral membrane protein precursor",0.308485309017224,0.691514690982776,""
"5805","Choline transporter-like protein 5 (Solute carrier family 44 member 5)","Cysteine-rich acidic integral membrane protein precursor",0.308485309017224,0.691514690982776,""
"5806","Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4) (Protein CG36)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.352929962132539,0.647070037867461,"MBB"
"5807","Antizyme inhibitor 1 (AZI) (AZI1) (Ornithine decarboxylase antizyme inhibitor)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.337568567419314,0.662431432580686,"MBB"
"5808","Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.355070533599396,0.644929466400604,"MBB"
"5809","Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.305181882793823,0.694818117206177,"MBB"
"5810","Disks large-associated protein 3 (DAP-3) (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3) (SAPAP3)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.356185175815836,0.643814824184164,"MBB"
"5811","Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin) (Tigmin)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.311969626908487,0.688030373091513,"MBB"
"5812","Islet amyloid polypeptide (IAPP) (Amylin) (Diabetes-associated peptide) (DAP) (Insulinoma amyloid peptide)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.348616686315783,0.651383313684217,"MBB"
"5813","Eosinophil peroxidase (EPO) (EC 1.11.1.7) [Cleaved into: Eosinophil peroxidase light chain; Eosinophil peroxidase heavy chain]","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.373840124772961,0.626159875227039,"MBB"
"5814","Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.346101253501702,0.653898746498298,"MBB"
"5815","Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.353388312752078,0.646611687247922,"MBB"
"5816","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short]","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.369324785587403,0.630675214412597,"MBB"
"5817","Alpha-1-antitrypsin-related protein (AAT-related protein) (Protease inhibitor 1-like) (Serpin A2)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.322474898879226,0.677525101120774,"MBB"
"5818","Kallistatin (Kallikrein inhibitor) (Peptidase inhibitor 4) (PI-4) (Serpin A4)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.323877614922391,0.676122385077609,"MBB"
"5819","Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.325716747694173,0.674283252305827,"MBB"
"5820","Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.380959026576902,0.619040973423098,"MBB"
"5821","Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.308401692087342,0.691598307912658,"MBB"
"5822","Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.379097840752334,0.620902159247666,"MBB"
"5823","Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.403592292367971,0.596407707632029,"MBB"
"5824","Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.395185347019397,0.604814652980603,"MBB"
"5825","Gastrotropin (GT) (Fatty acid-binding protein 6) (Ileal lipid-binding protein) (ILBP) (Intestinal 15 kDa protein) (I-15P) (Intestinal bile acid-binding protein) (I-BABP)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.375705933018625,0.624294066981375,"MBB"
"5826","Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.331449425803314,0.668550574196686,"MBB"
"5827","Epididymal secretory protein E3-beta (Human epididymis-specific protein 3-beta) (HE3-beta)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.315248319804486,0.684751680195514,"MBB"
"5828","Apoptosis inducing factor BLCAP (Bladder cancer 10 kDa protein) (Bc10) (Bladder cancer-associated protein)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.334492392530472,0.665507607469528,"MBB"
"5829","Sperm-associated antigen 11B (Human epididymis-specific protein 2) (He2) (Protein EP2) (Sperm antigen HE2)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.31836884758597,0.68163115241403,"MBB"
"5830","Alpha-1-syntrophin (59 kDa dystrophin-associated protein A1 acidic component 1) (Pro-TGF-alpha cytoplasmic domain-interacting protein 1) (TACIP1) (Syntrophin-1)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.348892556448527,0.651107443551473,"MBB"
"5831","Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.341318653576263,0.658681346423737,"MBB"
"5832","Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated gene) (p53-inducible protein U) (PIG-U)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.326732068908285,0.673267931091715,"MBB"
"5833","Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein) (Putative gene 8 protein) (Pg8)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.340024947791201,0.659975052208799,"MBB"
"5834","Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)","Antimicrobial peptide resistance and lipid A acylation protein PagP",0.365150479237348,0.634849520762652,"MBB"
